timestamp,ip_address,session_id,method,path,query_string,status_code,user_agent,request_id,response_time_ms,label
2026-06-18 08:00:31.602,10.0.0.50,d12371da754f8603,GET,/about,,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",c0801d9d521e,36.81,human
2026-06-18 08:00:34.944,10.0.0.50,d12371da754f8603,GET,/books,,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",ef8b37732e65,21.51,human
2026-06-18 08:00:35.294,172.16.0.20,94b07fc09a85a6fd,GET,/cart,,200,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,e316891a50e8,3.45,human
2026-06-18 08:00:35.567,10.0.0.50,d12371da754f8603,GET,/book/2,,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",8329de3d5c54,49.17,human
2026-06-18 08:00:36.510,10.0.0.50,d12371da754f8603,GET,/,,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",7c6eed39491d,2.71,human
2026-06-18 08:00:38.689,172.16.0.20,94b07fc09a85a6fd,GET,/books/Science & Technology,,200,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,4dc3f8473d47,12.26,human
2026-06-18 08:00:39.186,172.16.0.20,94b07fc09a85a6fd,GET,/book/11,,200,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,1f4a58846932,16.3,human
2026-06-18 08:00:39.300,10.0.0.50,d12371da754f8603,GET,/about,,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",585337cd4036,42.55,human
2026-06-18 08:00:41.359,172.16.0.20,94b07fc09a85a6fd,GET,/book/9,,200,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,2634aafc6ee3,21.97,human
2026-06-18 08:00:41.801,172.16.0.20,94b07fc09a85a6fd,GET,/book/9,,200,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,2eed7dcb94be,34.42,human
2026-06-18 08:00:43.231,10.0.0.50,d12371da754f8603,GET,/,,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",9d7866cbb9c9,15.19,human
2026-06-18 08:00:45.559,10.0.0.50,d12371da754f8603,GET,/books/Computer Science,,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",f3ae210b0a82,24.63,human
2026-06-18 08:00:46.328,10.0.0.50,d12371da754f8603,GET,/book/4,,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",5155c1af4dcf,4.75,human
2026-06-18 08:00:49.904,172.16.0.20,94b07fc09a85a6fd,GET,/books,,200,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,e90b43127468,18.6,human
2026-06-18 08:01:00.539,172.16.0.20,94b07fc09a85a6fd,GET,/,,200,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,867e40c1c5d2,28.19,human
2026-06-18 08:01:02.541,172.16.0.20,94b07fc09a85a6fd,GET,/book/11,,200,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,266bafa314fc,0.79,human
2026-06-18 08:01:03.444,172.16.0.20,94b07fc09a85a6fd,GET,/book/10,,200,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,b47bf90de06f,19.55,human
2026-06-18 08:01:04.533,172.16.0.20,94b07fc09a85a6fd,GET,/cart,,200,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,fff02796449f,47.28,human
2026-06-18 08:01:05.878,172.16.0.20,94b07fc09a85a6fd,GET,/book/2,,200,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,d224b0b9ad99,38.85,human
2026-06-18 08:01:07.781,172.16.0.20,94b07fc09a85a6fd,GET,/books,,200,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,7a610ba6b749,37.17,human
2026-06-18 08:01:16.116,172.16.0.20,94b07fc09a85a6fd,GET,/cart,add=2,200,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,6fbbbac6d0a8,15.57,human
2026-06-18 08:01:18.528,172.16.0.10,7bc66fdfd76f7f9b,GET,/,,200,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,b7743d6e916d,0.84,human
2026-06-18 08:01:20.626,10.0.0.50,d12371da754f8603,GET,/book/13,,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",4fd3cc17e0f8,23.59,human
2026-06-18 08:01:21.620,172.16.0.20,94b07fc09a85a6fd,GET,/book/2,,200,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,0a0b899493c1,24.66,human
2026-06-18 08:01:21.883,10.0.0.50,d12371da754f8603,GET,/about,,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",519f6d5df140,11.86,human
2026-06-18 08:01:23.154,172.16.0.10,7bc66fdfd76f7f9b,GET,/book/2,,200,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,13849eb5d0c0,18.7,human
2026-06-18 08:01:23.788,172.16.0.10,7bc66fdfd76f7f9b,GET,/book/2,,200,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,252ea1b3bf16,42.78,human
2026-06-18 08:01:25.219,10.0.0.50,d12371da754f8603,GET,/books/Science & Technology,,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",c4fd297a92a7,16.13,human
2026-06-18 08:01:26.400,10.0.0.50,d12371da754f8603,GET,/cart,add=13,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",57ef5cc2877c,28.52,human
2026-06-18 08:01:27.210,172.16.0.20,94b07fc09a85a6fd,GET,/books,,200,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,2b0f08faabb2,42.3,human
2026-06-18 08:01:27.227,10.0.0.50,d12371da754f8603,GET,/book/4,,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",fc17fde7c07c,48.62,human
2026-06-18 08:01:27.711,172.16.0.10,7bc66fdfd76f7f9b,GET,/cart,,200,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,ada6087f8f92,29.79,human
2026-06-18 08:01:29.457,10.0.0.50,d12371da754f8603,GET,/books/Science & Technology,,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",8f047a46868e,11.65,human
2026-06-18 08:01:29.721,172.16.0.20,94b07fc09a85a6fd,GET,/books,,200,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,4333ae80b8c6,44.07,human
2026-06-18 08:01:30.389,172.16.0.20,94b07fc09a85a6fd,GET,/books/History & Humanities,,200,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,6ab39f158ef9,35.67,human
2026-06-18 08:01:30.817,10.0.0.50,d12371da754f8603,GET,/about,,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",9f61bb22185c,17.47,human
2026-06-18 08:01:31.369,172.16.0.20,94b07fc09a85a6fd,GET,/book/2,,200,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,867b88d2fb99,23.1,human
2026-06-18 08:01:33.146,10.0.0.50,d12371da754f8603,GET,/cart,add=6,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",e3752fb621a6,12.37,human
2026-06-18 08:01:33.619,172.16.0.20,94b07fc09a85a6fd,GET,/books/Science & Technology,,200,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,995b4a85c5a4,4.12,human
2026-06-18 08:01:34.244,10.0.0.50,d12371da754f8603,GET,/,,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",076c85029c36,25.5,human
2026-06-18 08:01:34.256,172.16.0.20,94b07fc09a85a6fd,GET,/cart,add=11,200,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,39f4117cb3d2,6.41,human
2026-06-18 08:01:36.667,10.0.0.50,d12371da754f8603,GET,/cart,,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",10bdcfaf4944,13.75,human
2026-06-18 08:01:37.666,10.0.0.50,d12371da754f8603,GET,/cart,,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",4db28bcdbec9,10.01,human
2026-06-18 08:01:37.801,172.16.0.10,7bc66fdfd76f7f9b,GET,/book/11,,200,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,1a36b2105861,34.14,human
2026-06-18 08:01:38.392,172.16.0.10,7bc66fdfd76f7f9b,GET,/book/7,,200,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,9f33072b9816,21.03,human
2026-06-18 08:01:40.863,172.16.0.10,7bc66fdfd76f7f9b,GET,/about,,200,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,8af3e77f4c85,14.13,human
2026-06-18 08:01:43.878,10.0.0.50,d12371da754f8603,GET,/books,,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",2f70704ccf32,32.78,human
2026-06-18 08:01:44.198,172.16.0.10,7bc66fdfd76f7f9b,GET,/book/10,,200,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,4ecdc4eec78e,32.33,human
2026-06-18 08:01:46.730,10.0.0.50,d12371da754f8603,GET,/cart,add=6,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",453fcda64e27,9.2,human
2026-06-18 08:01:48.598,10.0.0.50,d12371da754f8603,GET,/cart,add=6,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",15e9142a64a8,28.38,human
2026-06-18 08:01:48.832,172.16.0.10,7bc66fdfd76f7f9b,GET,/cart,add=7,200,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,58e192d7800c,29.18,human
2026-06-18 08:01:50.680,10.0.0.50,d12371da754f8603,GET,/cart,add=2,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",bc2d100b1ebb,3.18,human
2026-06-18 08:01:52.132,10.0.0.50,d12371da754f8603,GET,/cart,add=4,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36 Edg/125.0.0.0",535b3c526e44,36.05,human
2026-06-18 08:01:54.021,172.16.0.10,7bc66fdfd76f7f9b,GET,/book/7,,200,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,f4901a39b2a2,2.22,human
2026-06-18 08:02:01.080,172.16.0.10,7bc66fdfd76f7f9b,GET,/cart,,200,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,6b72b0ffd40e,27.88,human
2026-06-18 08:02:03.505,172.16.0.10,7bc66fdfd76f7f9b,GET,/books,,200,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,b63f66cb6f74,31.72,human
2026-06-18 08:02:04.286,172.16.0.10,7bc66fdfd76f7f9b,GET,/cart,add=2,200,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,3017fc296d44,18.74,human
2026-06-18 08:02:05.766,172.16.0.10,7bc66fdfd76f7f9b,GET,/books,,200,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,b14363d55463,17.43,human
2026-06-18 08:02:14.732,172.16.0.10,7bc66fdfd76f7f9b,GET,/cart,add=10,200,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,b1187b1e94ca,39.48,human
2026-06-18 08:02:15.610,172.16.0.10,7bc66fdfd76f7f9b,GET,/book/11,,200,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,e8bedb620479,18.86,human
2026-06-18 08:02:19.167,172.16.0.10,7bc66fdfd76f7f9b,GET,/book/10,,200,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,3cd1da12bfbf,14.68,human
2026-06-18 08:02:24.096,172.16.0.10,7bc66fdfd76f7f9b,GET,/cart,,200,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,5ddd0f84c862,39.34,human
2026-06-18 08:02:28.000,172.16.0.10,7bc66fdfd76f7f9b,GET,/cart,,200,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,c7914b414dfd,49.25,human
2026-06-18 08:02:33.363,172.16.0.10,7bc66fdfd76f7f9b,GET,/books/Science & Technology,,200,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,5fd05d24f3bc,9.65,human
2026-06-18 08:02:35.414,172.16.0.10,7bc66fdfd76f7f9b,GET,/cart,,200,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,411e3e88a6fe,19.23,human
2026-06-18 08:02:45.307,192.168.1.201,f492d2bb9d2ac810,GET,/,,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",b63ae4261ab6,41.24,crawler-evasive
2026-06-18 08:02:49.412,192.168.1.201,f492d2bb9d2ac810,GET,/books/Business & Economics,,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",271dcb6bc045,37.26,crawler-evasive
2026-06-18 08:02:51.123,192.168.1.201,f492d2bb9d2ac810,GET,/books/History & Humanities,,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",c297a07ec504,40.38,crawler-evasive
2026-06-18 08:02:54.352,192.168.1.201,f492d2bb9d2ac810,GET,/books/Science & Technology,,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",1adee1ac64e8,15.07,crawler-evasive
2026-06-18 08:02:58.618,192.168.1.201,f492d2bb9d2ac810,GET,/books/Computer Science,,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",35e705a7e65e,31.58,crawler-evasive
2026-06-18 08:03:01.171,192.168.1.201,8f979e64f6e7fb83,GET,/,,200,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,6c1426626471,17.25,crawler-evasive
2026-06-18 08:03:02.169,192.168.1.201,f492d2bb9d2ac810,GET,/book/3,,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",81dbc94567f7,1.73,crawler-evasive
2026-06-18 08:03:03.874,192.168.1.201,f492d2bb9d2ac810,GET,/book/4,,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",3b387a165c91,14.42,crawler-evasive
2026-06-18 08:03:04.339,192.168.1.201,8f979e64f6e7fb83,GET,/books/Business & Economics,,200,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,a50e7b7885e8,32.56,crawler-evasive
2026-06-18 08:03:06.083,192.168.1.201,f492d2bb9d2ac810,GET,/book/5,,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",f7bf4853eccc,36.12,crawler-evasive
2026-06-18 08:03:07.356,192.168.1.201,8f979e64f6e7fb83,GET,/books/Literature & Fiction,,200,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,696f90b75f7b,43.91,crawler-evasive
2026-06-18 08:03:10.163,192.168.1.201,8f979e64f6e7fb83,GET,/books/Science & Technology,,200,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,85a6d67bc9a1,22.44,crawler-evasive
2026-06-18 08:03:10.408,192.168.1.201,f492d2bb9d2ac810,GET,/book/6,,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",0cec0b125e9c,5.65,crawler-evasive
2026-06-18 08:03:12.136,192.168.1.201,8f979e64f6e7fb83,GET,/books/History & Humanities,,200,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,f2486c9755a5,30.15,crawler-evasive
2026-06-18 08:03:13.328,192.168.1.201,f492d2bb9d2ac810,GET,/book/7,,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",6c041b96890b,34.34,crawler-evasive
2026-06-18 08:03:15.139,192.168.1.201,8f979e64f6e7fb83,GET,/books/Computer Science,,200,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,e9f9fb47a6e9,9.69,crawler-evasive
2026-06-18 08:03:16.849,192.168.1.201,8f979e64f6e7fb83,GET,/book/7,,200,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,666a2aec4109,10.23,crawler-evasive
2026-06-18 08:03:17.278,192.168.1.201,f492d2bb9d2ac810,GET,/book/8,,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",05f35202f0c4,47.36,crawler-evasive
2026-06-18 08:03:17.963,10.0.0.51,8efb036fb584b10a,GET,/book/1,,200,Apache-HttpClient/5.3,665235c7674c,2.39,crawler-naive
2026-06-18 08:03:18.063,10.0.0.51,8efb036fb584b10a,GET,/book/2,,200,Apache-HttpClient/5.3,c143f75b5e47,2.78,crawler-naive
2026-06-18 08:03:18.163,10.0.0.51,8efb036fb584b10a,GET,/book/3,,200,Apache-HttpClient/5.3,0ea99d95b4cc,0.68,crawler-naive
2026-06-18 08:03:18.263,10.0.0.51,8efb036fb584b10a,GET,/book/4,,200,Apache-HttpClient/5.3,38581cfa93d2,2.5,crawler-naive
2026-06-18 08:03:18.363,10.0.0.51,8efb036fb584b10a,GET,/book/1,,200,Apache-HttpClient/5.3,80db98056153,4.59,crawler-naive
2026-06-18 08:03:18.463,10.0.0.51,8efb036fb584b10a,GET,/book/2,,200,Apache-HttpClient/5.3,8a723836ba5d,4.23,crawler-naive
2026-06-18 08:03:18.563,10.0.0.51,8efb036fb584b10a,GET,/book/3,,200,Apache-HttpClient/5.3,be7fa75baa68,3.35,crawler-naive
2026-06-18 08:03:18.663,10.0.0.51,8efb036fb584b10a,GET,/book/4,,200,Apache-HttpClient/5.3,a9bcfd230103,4.64,crawler-naive
2026-06-18 08:03:18.763,10.0.0.51,8efb036fb584b10a,GET,/book/1,,200,Apache-HttpClient/5.3,3ca93afc030a,4.89,crawler-naive
2026-06-18 08:03:18.863,10.0.0.51,8efb036fb584b10a,GET,/book/2,,200,Apache-HttpClient/5.3,f2f88203891f,3.64,crawler-naive
2026-06-18 08:03:18.963,10.0.0.51,8efb036fb584b10a,GET,/book/3,,200,Apache-HttpClient/5.3,266adde48daa,0.83,crawler-naive
2026-06-18 08:03:19.063,10.0.0.51,8efb036fb584b10a,GET,/book/4,,200,Apache-HttpClient/5.3,7317bce7ebc4,0.54,crawler-naive
2026-06-18 08:03:19.163,10.0.0.51,8efb036fb584b10a,GET,/book/1,,200,Apache-HttpClient/5.3,242ca73a7f5f,4.02,crawler-naive
2026-06-18 08:03:19.263,10.0.0.51,8efb036fb584b10a,GET,/book/2,,200,Apache-HttpClient/5.3,87c90419adc2,3.02,crawler-naive
2026-06-18 08:03:19.363,10.0.0.51,8efb036fb584b10a,GET,/book/3,,200,Apache-HttpClient/5.3,718688f0a5c2,3.03,crawler-naive
